Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
89630.0,0.0306010451038913,0.859108081684973,0.290803643590998,-0.591914828353393,0.44189168890769,-1.0334046043124,1.01628131585323,-0.190080427058528,-0.0668974457036924,-0.425747533441403,-0.853804477430876,0.226829724785445,0.138304930199371,0.0920974547947472,-0.370152513107559,-0.157418837737894,-0.359945624958589,-0.852381602674139,-0.157390053017697,-0.0303156267559456,-0.251453796165173,-0.537175814774579,0.0815160877256588,-0.0168693307448375,-0.498698551925006,0.142885502769734,0.250215412758828,0.0973508600804154,5.99,0
33404.0,1.04287404099833,0.348936224003479,-0.207597133706544,2.21584148027034,0.991927724431388,1.34950325438482,0.10076699554582,0.451493251084084,-0.739606679290611,0.60086417265468,-0.243357925007817,-0.951579509928302,-2.09242924320581,1.02845756768061,1.54711066951486,-0.735406720230386,0.714295665311553,-2.07568223748412,-2.29302173031797,-0.397682722627389,0.0648599352555371,0.193582984843358,-0.007650915026561,-1.37928130420329,0.389286204793441,0.225198608139262,0.015613924677189,-0.0106511579142239,15.16,0
57910.0,-1.54921696594812,0.444995157290147,1.95379539073512,0.767481458258029,1.24985363843562,-0.439201002214252,0.843047685910759,0.145210141772909,-1.56133361186206,-0.219722819477923,0.555467725530903,0.353087559286034,0.108123458895684,0.218963058300087,-1.35440769779007,1.46393003765855,-1.59777719414082,0.388340074531904,-2.15504449392466,0.0973511092195078,0.226097839522229,0.136748574775161,-0.178770777917926,-0.0133537315261313,0.78253271731119,-0.175390776161093,-0.0759088872852517,0.0580718521722768,73.02,0
133413.0,-0.322339509343604,0.969558315452467,0.462259087726084,-0.100559541459763,-0.187870898736666,-1.06920560483176,0.45463117375015,0.211302303638532,-0.162835288836845,-0.933409619858632,-0.615739536167236,0.699263269304391,0.506020460462692,0.367373997125264,0.118489364885616,-0.484178990132068,0.0416512800849708,-0.3211567034661,0.0532512797862295,-0.198700778952882,0.164689287493297,0.497732369905378,-0.0382035763541653,0.42074243207058,-0.191604816069309,-0.33341418856786,-0.0328458139942837,-0.010004122594922,9.94,0
171524.0,1.99095681556894,-1.98495175624172,-1.01432134889949,-1.26556945334296,-1.37178628077565,0.0341946309992782,-1.11790365420282,0.0619329655551609,-0.828024185164075,1.48693610492174,0.0196780809496064,-0.276683222169645,-0.989357985056489,-0.437502223916121,-2.63093968991261,-1.15028937472586,0.996947517036826,-0.176061436406867,0.830308985907758,-0.264834912997259,-0.416108947455152,-0.844352832120766,0.244993346892026,0.716249568456653,-0.264875360985241,-0.387468366301353,-0.0152371368786964,-0.0366811650884934,137.94,0
131910.0,-0.839207550042444,1.00788281648603,1.31663325175774,-0.338829499864422,-0.378344223185084,-0.396165362769116,0.0573000386004247,0.439220427186372,0.165969164602772,-1.01476377329103,-1.14144133444456,0.145569887754371,-0.0745538297215188,0.219999082320281,0.608273791555053,0.0382877460602033,-0.206060157488775,0.0102317916772376,0.323756830082317,-0.208149942269074,-0.0625398418114669,-0.277901476775241,-0.0532742700351088,-0.123259139134681,-0.332095740641175,-0.533269783559214,-0.0911272558661692,0.070032449974335,4.99,0
27752.0,-0.505333345575374,0.284071846699532,0.486727265138414,-1.14884601168406,0.837255776361976,-0.81960629454504,1.09380282673188,-0.279254758715803,-0.27216248019977,-0.931097370720618,-1.27358125882081,0.690301354754934,1.60786548629373,-0.329068939256244,-0.806833075174187,0.0464781329361897,-0.677825488995796,-0.569389821388938,-0.0875856742633662,0.179113762224866,0.0889635849255334,0.236720789117018,-0.0172350022401478,-0.338486499080892,-0.328894058000907,0.862900285100918,0.0390814463323137,0.165264053836758,70.0,0
124606.0,1.39769027188355,-1.71945519953546,-0.767647448866685,-0.528487467009536,-1.36495989968916,-0.690237636906399,-0.381749394013353,-0.0336202638851166,1.4393482482359,-0.312685368043651,0.908008951698754,0.521306967153075,-1.04651247535675,0.440272478388865,0.63458589257803,0.499276951611253,-0.651750868428171,0.746581700951533,0.232518270365492,0.400623573956554,0.410401018717501,0.566599198933939,-0.0800425045963659,0.133828169776807,-0.535484116331933,0.650615106806104,-0.107761417921703,-0.009559210754075,318.0,0
157643.0,2.25420752750295,-1.24481322779075,-1.72863974578842,-1.68526914781163,-0.633272382837569,-1.07473988257085,-0.382061279894191,-0.511529894450943,-1.84369298764842,1.61314870246791,-1.20851073789814,-0.580659560773602,1.46325147523553,-0.196419847373187,0.0428856326032823,-0.486149866833118,0.160598658923804,-0.303179983132317,0.137190343227818,-0.223003202600284,-0.303673405745144,-0.567555864976534,0.138123576608639,-0.671257746323221,-0.0802396437891242,-0.282735378147483,-0.0305796850857915,-0.0499709148950415,85.0,0
63424.0,-1.02046947241144,1.15221859411308,1.77039435175911,0.833785337975289,-0.46915930528458,0.0699938959112214,0.358687576599657,0.533604930197953,-0.845894121926064,-0.749162766295734,-0.334025141422996,0.111687173540872,0.14117134647365,0.517026998804393,1.61100976748328,-0.166744359098485,0.195855450427875,-0.320998529447844,0.146261431316245,0.0525356064678705,-0.0271500949322579,-0.31915604789198,0.0634624489929617,0.0356498338059135,0.102934088225763,-0.46015022552849,-0.0355804464832793,0.0290437941318309,69.99,0
25978.0,-0.317578831660305,0.0606767442317263,1.06290676419256,-0.543967841242794,-0.199388276782174,-0.973205979243805,0.0919801213151242,-0.154573597590885,-1.36169277562604,-0.133930971624049,-0.214814880297068,-0.560510065388099,0.777492014910885,-1.52671663803005,0.093253224888813,0.717767284162653,1.48956764354962,-1.03375760473276,1.48146289946963,0.42389025197884,0.0976171609820141,0.204641796588404,0.0623761498232685,0.285232182580861,-0.405640799202388,-0.30743491647497,0.163546635494685,0.190453103008224,45.87,0
81145.0,1.23864825117673,0.283521271033545,0.0872738529753856,1.18206936259746,0.355461469814612,0.313636689911756,0.111083876598739,-0.019543852833267,0.194176376598505,-0.15000736516883,-1.11109428558405,0.798815241412677,1.03940566557278,-0.189987225455853,-0.146922302317115,-0.528266250943788,-0.0994973310651458,-0.832714840735447,-0.0565611695957969,-0.113005586617764,-0.149509743347122,-0.12182254803978,-0.172032718501069,-0.730774214618133,0.812151110831541,-0.262841354285777,0.0469717928469099,0.0083245675718083,1.0,0
137149.0,-1.24551756618967,-2.50617123019739,-0.0327884939097969,-2.15072595261085,-1.64101047106946,1.2170037678314,1.56885299530009,0.007516199143654,-2.02107302581264,0.184439200211439,-0.521063829436978,-0.575183185738186,-0.172345495172443,-0.661523310281132,-3.08945823202782,-0.968103325646906,0.640723368097268,0.269232425036642,0.779073261040761,0.997620392029374,-0.0589343592779966,-0.707992990444886,1.35314676584273,0.175017207185876,0.0266740564227998,-0.407992684877392,-0.0594836502601104,0.191716485198865,600.77,0
